date,today_state_of_the_economy,tomorrow_state_of_the_economy,next_week_state_of_the_economy,direction,magnitude
2020-08-03,70,-30,-5.71,UP,0.20
2020-08-04,-30,-36,-5.71,DOWN,0.17
2020-08-05,-36,55,-5.71,DOWN,0.55
2020-08-06,55,-33.33,-5.71,DOWN,0.09
2020-08-07,-33.33,0,-5.71,UP,0.70
2020-08-10,0,36.67,14,UP,0.15
2020-08-11,36.67,-17.5,14,UP,0.05
2020-08-12,-17.5,55,14,DOWN,0.20
2020-08-13,55,-46,14,DOWN,0.12
2020-08-14,-46,-40,14,DOWN,0.25
2020-08-17,-40,26.67,11.18,DOWN,0.27
2020-08-18,26.67,-5,11.18,DOWN,0.62
2020-08-19,-5,23.33,11.18,UP,0.67
2020-08-20,23.33,40,11.18,DOWN,0.11
2020-08-21,40,0,11.18,UP,0.50
2020-08-24,0,15,4.17,UP,0.05
2020-08-25,15,5,4.17,DOWN,0.30
2020-08-26,5,-12,4.17,DOWN,0.01
2020-08-27,-12,30,4.17,DOWN,0.01
2020-08-28,30,0,4.17,DOWN,0.68
2020-08-31,0,20,-8.75,DOWN,0.25
2020-09-01,20,10,-8.75,UP,0.22
2020-09-02,10,20,-8.75,UP,0.55
2020-09-03,20,-33.33,-8.75,DOWN,0.12
2020-09-04,-33.33,0,-8.75,DOWN,0.02
2020-09-07,0,0,3.33,UP,0.00
2020-09-08,0,-40,3.33,UP,0.78
2020-09-09,-40,-16.67,3.33,DOWN,0.20
2020-09-10,-16.67,70,3.33,UP,0.10
2020-09-11,70,0,3.33,DOWN,0.01
2020-09-14,0,3.33,0,DOWN,0.30
2020-09-15,3.33,2.5,0,UP,0.00
2020-09-16,2.5,12,0,UP,0.17
2020-09-17,12,-10,0,DOWN,0.26
2020-09-18,-10,0,0,DOWN,0.04
2020-09-21,0,5,12,UP,0.79
2020-09-22,5,-35,12,UP,0.35
2020-09-23,-35,20,12,UP,0.43
2020-09-24,20,0,12,DOWN,0.04
2020-09-25,0,0,12,UP,0.31
2020-09-28,0,16.67,0,DOWN,0.38
2020-09-29,16.67,6.67,0,DOWN,0.41
2020-09-30,6.67,27.5,0,UP,0.00
2020-10-01,27.5,5.71,0,DOWN,0.19
2020-10-02,5.71,-80,0,UP,0.14
2020-10-05,-80,-6.67,20,DOWN,0.35
2020-10-06,-6.67,-5,20,UP,0.19
2020-10-07,-5,55,20,DOWN,0.06
2020-10-08,55,0,20,DOWN,0.02
2020-10-09,0,0,20,DOWN,0.59
2020-10-12,0,70,0,UP,0.00
2020-10-13,70,-36.67,0,UP,0.51
2020-10-14,-36.67,6.67,0,DOWN,0.16
2020-10-15,6.67,57.5,0,UP,0.51
2020-10-16,57.5,0,0,DOWN,0.19
2020-10-19,0,26.67,17.06,DOWN,0.27
2020-10-20,26.67,-5,17.06,DOWN,0.39
2020-10-21,-5,-23.33,17.06,DOWN,0.49
2020-10-22,-23.33,0,17.06,UP,0.37
2020-10-23,0,50,17.06,DOWN,0.19
2020-10-26,50,16.67,3.64,UP,0.30
2020-10-27,16.67,-5,3.64,DOWN,0.12
2020-10-28,-5,16,3.64,UP,0.51
2020-10-29,16,20,3.64,UP,0.58
2020-10-30,20,70,3.64,UP,0.10
2020-11-02,70,30,-1.67,UP,0.10
2020-11-03,30,-32,-1.67,DOWN,0.62
2020-11-04,-32,55,-1.67,DOWN,0.15
2020-11-05,55,-5,-1.67,DOWN,0.94
2020-11-06,-5,0,-1.67,DOWN,0.32
2020-11-09,0,5,4.62,UP,0.53
2020-11-10,5,0,4.62,UP,0.03
2020-11-11,0,16.67,4.62,UP,0.31
2020-11-12,16.67,-32.5,4.62,DOWN,0.09
2020-11-13,-32.5,40,4.62,DOWN,0.23
2020-11-16,40,-32.5,0,DOWN,0.12
2020-11-17,-32.5,30,0,DOWN,0.24
2020-11-18,30,7.5,0,DOWN,0.11
2020-11-19,7.5,0,0,DOWN,0.03
2020-11-20,0,0,0,UP,0.11
2020-11-23,0,-16.67,-0.71,UP,0.12
2020-11-24,-16.67,3.85,-0.71,DOWN,0.29
2020-11-25,3.85,0,-0.71,DOWN,0.26
2020-11-26,0,0,-0.71,UP,0.00
2020-11-27,0,0,-0.71,DOWN,0.22
2020-11-30,0,-20,-6,UP,0.09
2020-12-01,-20,16.67,-6,DOWN,0.61
2020-12-02,16.67,10,-6,DOWN,0.21
2020-12-03,10,-12.5,-6,DOWN,0.45
2020-12-04,-12.5,0,-6,DOWN,0.01
2020-12-07,0,30,15.83,UP,0.10
2020-12-08,30,0,15.83,UP,0.20
2020-12-09,0,-26.67,15.83,UP,0.13
2020-12-10,-26.67,-2.5,15.83,DOWN,0.30
2020-12-11,-2.5,0,15.83,UP,0.18
2020-12-14,0,3.33,16.92,DOWN,0.30
2020-12-15,3.33,13.33,16.92,DOWN,0.26
2020-12-16,13.33,36,16.92,DOWN,0.02
2020-12-17,36,-40,16.92,DOWN,0.70
2020-12-18,-40,0,16.92,UP,0.22
2020-12-21,0,27.5,-1.43,UP,0.02
2020-12-22,27.5,12.22,-1.43,UP,0.68
2020-12-23,12.22,0,-1.43,DOWN,0.26
2020-12-24,0,0,-1.43,DOWN,0.10
2020-12-25,0,0,-1.43,UP,0.00
2020-12-28,0,30,-49,UP,0.02
2020-12-29,30,13.33,-49,DOWN,0.39
2020-12-30,13.33,-55,-49,DOWN,0.34
2020-12-31,-55,0,-49,UP,0.29
2021-01-01,0,0,-49,UP,0.00
2021-01-04,0,-50,30.91,DOWN,0.08
2021-01-05,-50,-40,30.91,DOWN,0.48
2021-01-06,-40,-35,30.91,UP,0.10
2021-01-07,-35,-85,30.91,UP,0.34
2021-01-08,-85,0,30.91,UP,0.30
2021-01-11,0,30,-21.25,UP,0.41
2021-01-12,30,15,-21.25,DOWN,0.42
2021-01-13,15,-5,-21.25,UP,0.30
2021-01-14,-5,48.33,-21.25,DOWN,0.13
2021-01-15,48.33,0,-21.25,UP,0.59
2021-01-18,0,0,16.15,UP,0.00
2021-01-19,0,-30,16.15,DOWN,0.30
2021-01-20,-30,-12,16.15,DOWN,0.03
2021-01-21,-12,-40,16.15,DOWN,0.38
2021-01-22,-40,0,16.15,UP,0.12
2021-01-25,0,36.67,-24,UP,0.17
2021-01-26,36.67,40,-24,DOWN,0.24
2021-01-27,40,10,-24,UP,0.53
2021-01-28,10,2.5,-24,DOWN,0.22
2021-01-29,2.5,-70,-24,UP,0.14
2021-02-01,-70,-30,10,UP,0.44
2021-02-02,-30,-26.67,10,UP,0.24
2021-02-03,-26.67,-5,10,DOWN,0.03
2021-02-04,-5,-16.67,10,UP,0.39
2021-02-05,-16.67,0,10,DOWN,0.54
2021-02-08,0,-35,9.29,DOWN,0.12
2021-02-09,-35,-13.33,9.29,DOWN,0.54
2021-02-10,-13.33,55,9.29,DOWN,0.08
2021-02-11,55,45,9.29,UP,0.06
2021-02-12,45,0,9.29,UP,0.07
2021-02-15,0,40,3.33,UP,0.00
2021-02-16,40,35,3.33,UP,0.03
2021-02-17,35,-13.33,3.33,UP,0.49
2021-02-18,-13.33,-40,3.33,DOWN,0.40
2021-02-19,-40,0,3.33,DOWN,0.25
2021-02-22,0,16.67,28.75,DOWN,0.39
2021-02-23,16.67,-45,28.75,UP,0.18
2021-02-24,-45,16,28.75,UP,0.01
2021-02-25,16,2,28.75,DOWN,0.06
2021-02-26,2,70,28.75,UP,0.83
2021-03-01,70,30,16,UP,0.18
2021-03-02,30,0,16,DOWN,0.29
2021-03-03,0,-5,16,UP,0.19
2021-03-04,-5,70,16,UP,0.75
2021-03-05,70,0,16,UP,0.38
2021-03-08,0,30,-13.64,UP,0.36
2021-03-09,30,55,-13.64,DOWN,0.38
2021-03-10,55,23.33,-13.64,DOWN,0.15
2021-03-11,23.33,-12.5,-13.64,DOWN,0.44
2021-03-12,-12.5,40,-13.64,UP,0.28
2021-03-15,40,-47.5,-10,UP,0.16
2021-03-16,-47.5,-23.33,-10,UP,0.03
2021-03-17,-23.33,23.33,-10,DOWN,0.46
2021-03-18,23.33,0,-10,UP,0.46
2021-03-19,0,-40,-10,UP,0.07
2021-03-22,-40,-40,25.38,DOWN,0.20
2021-03-23,-40,40,25.38,UP,0.65
2021-03-24,40,13.33,25.38,UP,0.21
2021-03-25,13.33,-10,25.38,UP,0.00
2021-03-26,-10,0,25.38,UP,0.26
2021-03-29,0,36.67,38.57,UP,0.18
2021-03-30,36.67,20,38.57,UP,0.39
2021-03-31,20,20,38.57,DOWN,0.08
2021-04-01,20,26.67,38.57,DOWN,0.32
2021-04-02,26.67,80,38.57,UP,0.10
2021-04-05,80,-5,40,DOWN,0.46
2021-04-06,-5,45,40,DOWN,0.28
2021-04-07,45,55,40,UP,0.13
2021-04-08,55,0,40,DOWN,0.42
2021-04-09,0,0,40,UP,0.11
2021-04-12,0,36.67,-11.67,DOWN,0.02
2021-04-13,36.67,-40,-11.67,DOWN,0.31
2021-04-14,-40,47.14,-11.67,DOWN,0.17
2021-04-15,47.14,50,-11.67,UP,0.00
2021-04-16,50,0,-11.67,DOWN,0.14
2021-04-19,0,-30,28.46,DOWN,0.54
2021-04-20,-30,-40,28.46,UP,0.19
2021-04-21,-40,-16.67,28.46,DOWN,0.09
2021-04-22,-16.67,50,28.46,UP,0.19
2021-04-23,50,0,28.46,DOWN,0.51
2021-04-26,0,36.67,45.45,DOWN,0.06
2021-04-27,36.67,-40,45.45,UP,0.11
2021-04-28,-40,32,45.45,DOWN,0.33
2021-04-29,32,35,45.45,UP,0.00
2021-04-30,35,70,45.45,UP,0.74
2021-05-03,70,40,-9.29,DOWN,0.37
2021-05-04,40,53.33,-9.29,UP,0.38
2021-05-05,53.33,55,-9.29,UP,0.02
2021-05-06,55,26.67,-9.29,DOWN,0.39
2021-05-07,26.67,0,-9.29,DOWN,0.79
2021-05-10,0,-35,-7.5,DOWN,0.02
2021-05-11,-35,33.33,-7.5,DOWN,0.08
2021-05-12,33.33,-7.5,-7.5,UP,0.63
2021-05-13,-7.5,-26,-7.5,UP,0.04
2021-05-14,-26,-40,-7.5,DOWN,0.47
2021-05-17,-40,-13.33,12.5,DOWN,0.18
2021-05-18,-13.33,-40,12.5,DOWN,0.45
2021-05-19,-40,10,12.5,UP,0.49
2021-05-20,10,40,12.5,DOWN,0.42
2021-05-21,40,0,12.5,UP,0.23
2021-05-24,0,40,55,DOWN,0.20
2021-05-25,40,40,55,DOWN,0.22
2021-05-26,40,2.5,55,UP,0.45
2021-05-27,2.5,-1.43,55,DOWN,0.08
2021-05-28,-1.43,0,55,UP,0.07
2021-05-31,0,70,26,UP,0.00
2021-06-01,70,30,26,DOWN,0.22
2021-06-02,30,38,26,UP,0.09
2021-06-03,38,86.67,26,UP,0.67
2021-06-04,86.67,0,26,DOWN,0.41
2021-06-07,0,-13.33,1.67,DOWN,0.21
2021-06-08,-13.33,-40,1.67,UP,0.14
2021-06-09,-40,62.5,1.67,UP,0.04
2021-06-10,62.5,45,1.67,DOWN,0.04
2021-06-11,45,0,1.67,UP,0.53
2021-06-14,0,-3.33,2.14,DOWN,0.04
2021-06-15,-3.33,-10,2.14,UP,0.02
2021-06-16,-10,23.33,2.14,UP,0.65
2021-06-17,23.33,0,2.14,UP,0.83
2021-06-18,0,0,2.14,UP,0.36
2021-06-21,0,-35,15.71,DOWN,0.35
2021-06-22,-35,-10,15.71,DOWN,0.15
2021-06-23,-10,60,15.71,UP,0.04
2021-06-24,60,-8.33,15.71,UP,0.01
2021-06-25,-8.33,0,15.71,UP,0.04
2021-06-28,0,-16.67,0,UP,0.04
2021-06-29,-16.67,-20,0,UP,0.17
2021-06-30,-20,13.33,0,UP,0.42
2021-07-01,13.33,77.5,0,UP,0.17
2021-07-02,77.5,0,0,DOWN,0.40
2021-07-05,0,-80,6,DOWN,0.02
2021-07-06,-80,5,6,UP,0.37
2021-07-07,5,23.33,6,UP,0.10
2021-07-08,23.33,0,6,DOWN,0.24
2021-07-09,0,0,6,DOWN,0.31
2021-07-12,0,-10,35.71,UP,0.14
2021-07-13,-10,-60,35.71,UP,0.53
2021-07-14,-60,10,35.71,DOWN,0.37
2021-07-15,10,62.5,35.71,UP,0.23
2021-07-16,62.5,0,35.71,UP,0.08
2021-07-19,0,46.67,18.24,UP,0.22
2021-07-20,46.67,-40,18.24,UP,0.09
2021-07-21,-40,50,18.24,DOWN,0.24
2021-07-22,50,0,18.24,UP,0.08
2021-07-23,0,50,18.24,UP,0.10
2021-07-26,50,3.33,32.73,DOWN,0.28
2021-07-27,3.33,40,32.73,DOWN,0.24
2021-07-28,40,16,32.73,DOWN,0.12
2021-07-29,16,18.57,32.73,DOWN,0.50
2021-07-30,18.57,70,32.73,UP,0.34
2021-08-02,70,-30,-10,DOWN,0.13
2021-08-03,-30,26.67,-10,UP,0.03
2021-08-04,26.67,53.33,-10,UP,0.21
2021-08-05,53.33,26.67,-10,DOWN,0.03
2021-08-06,26.67,-40,-10,UP,0.61
2021-08-09,-40,30,6.36,UP,0.15
2021-08-10,30,-33.33,6.36,UP,0.13
2021-08-11,-33.33,-7.5,6.36,DOWN,0.15
2021-08-12,-7.5,40,6.36,UP,0.12
2021-08-13,40,-40,6.36,DOWN,0.55
2021-08-16,-40,-17.5,-23.85,UP,0.12
2021-08-17,-17.5,10,-23.85,UP,0.54
2021-08-18,10,50,-23.85,UP,0.01
2021-08-19,50,0,-23.85,UP,0.46
2021-08-20,0,-40,-23.85,DOWN,0.07
2021-08-23,-40,-10,-6.67,DOWN,0.58
2021-08-24,-10,-40,-6.67,DOWN,0.08
2021-08-25,-40,-35,-6.67,DOWN,0.06
2021-08-26,-35,-14,-6.67,UP,0.25
2021-08-27,-14,40,-6.67,DOWN,0.40
2021-08-30,40,-7.5,-20,DOWN,0.04
2021-08-31,-7.5,3.33,-20,DOWN,0.02
2021-09-01,3.33,20,-20,DOWN,0.19
2021-09-02,20,-45,-20,DOWN,0.25
2021-09-03,-45,0,-20,DOWN,0.21
2021-09-06,0,0,-0.83,UP,0.00
2021-09-07,0,-35,-0.83,UP,0.52
2021-09-08,-35,23.33,-0.83,UP,0.15
2021-09-09,23.33,-70,-0.83,DOWN,0.18
2021-09-10,-70,0,-0.83,UP,0.11
2021-09-13,0,-36.67,-8.89,UP,0.10
2021-09-14,-36.67,-20,-8.89,DOWN,0.05
2021-09-15,-20,22,-8.89,DOWN,0.08
2021-09-16,22,50,-8.89,UP,0.41
2021-09-17,50,0,-8.89,UP,0.28
2021-09-20,0,-15,7.86,UP,0.10
2021-09-21,-15,-40,7.86,DOWN,0.09
2021-09-22,-40,55,7.86,UP,0.28
2021-09-23,55,-50,7.86,DOWN,0.46
2021-09-24,-50,0,7.86,UP,0.32
2021-09-27,0,-16.67,45,UP,0.05
2021-09-28,-16.67,0,45,UP,0.42
2021-09-29,0,0,45,UP,0.61
2021-09-30,0,32,45,DOWN,0.12
2021-10-01,32,0,45,DOWN,0.21
2021-10-04,0,0,-6.92,DOWN,0.27
2021-10-05,0,40,-6.92,UP,0.20
2021-10-06,40,55,-6.92,UP,0.32
2021-10-07,55,86.67,-6.92,DOWN,0.05
2021-10-08,86.67,0,-6.92,DOWN,0.16
2021-10-11,0,-40,14.44,UP,0.27
2021-10-12,-40,30,14.44,UP,0.21
2021-10-13,30,2,14.44,DOWN,0.47
2021-10-14,2,-15,14.44,DOWN,0.13
2021-10-15,-15,60,14.44,DOWN,0.02
2021-10-18,60,13.33,2.14,UP,0.01
2021-10-19,13.33,40,2.14,DOWN,0.23
2021-10-20,40,-2.5,2.14,DOWN,0.18
2021-10-21,-2.5,0,2.14,UP,0.22
2021-10-22,0,0,2.14,DOWN,0.14
2021-10-25,0,10,40,UP,0.18
2021-10-26,10,-40,40,UP,0.15
2021-10-27,-40,12,40,DOWN,0.16
2021-10-28,12,-4,40,DOWN,0.49
2021-10-29,-4,-70,40,UP,0.84
2021-11-01,-70,30,46.36,DOWN,0.25
2021-11-02,30,26.67,46.36,UP,0.22
2021-11-03,26.67,53.33,46.36,DOWN,0.24
2021-11-04,53.33,70,46.36,UP,0.52
2021-11-05,70,0,46.36,DOWN,0.03
2021-11-08,0,56.67,40.91,DOWN,0.29
2021-11-09,56.67,58,40.91,DOWN,0.11
2021-11-10,58,0,40.91,UP,0.96
2021-11-11,0,16.67,40.91,UP,0.35
2021-11-12,16.67,40,40.91,DOWN,0.05
2021-11-15,40,47.5,6.92,UP,0.29
2021-11-16,47.5,23.33,6.92,UP,0.53
2021-11-17,23.33,50,6.92,DOWN,0.09
2021-11-18,50,0,6.92,DOWN,0.30
2021-11-19,0,-40,6.92,UP,0.51
2021-11-22,-40,30,13.57,UP,0.54
2021-11-23,30,9.09,13.57,DOWN,0.06
2021-11-24,9.09,0,13.57,UP,0.40
2021-11-25,0,0,13.57,DOWN,0.11
2021-11-26,0,40,13.57,DOWN,0.70
2021-11-29,40,-22.5,8,UP,0.26
2021-11-30,-22.5,23.33,8,DOWN,0.36
2021-12-01,23.33,-5,8,UP,0.04
2021-12-02,-5,45,8,UP,0.14
2021-12-03,45,0,8,DOWN,0.04
2021-12-06,0,-40,-21.67,UP,0.22
2021-12-07,-40,0,-21.67,UP,0.04
2021-12-08,0,55,-21.67,DOWN,0.50
2021-12-09,55,12.5,-21.67,UP,0.40
2021-12-10,12.5,0,-21.67,DOWN,0.18
2021-12-13,0,-50,4.17,UP,0.23
2021-12-14,-50,-40,4.17,UP,0.26
2021-12-15,-40,0,4.17,DOWN,0.06
2021-12-16,0,0,4.17,DOWN,0.49
2021-12-17,0,0,4.17,UP,0.54
2021-12-20,0,-5,-30,DOWN,0.01
2021-12-21,-5,-30,-30,DOWN,0.06
2021-12-22,-30,30,-30,DOWN,0.42
2021-12-23,30,0,-30,DOWN,0.06
2021-12-24,0,0,-30,UP,0.01
2021-12-27,0,-30,0,UP,0.07
2021-12-28,-30,-40,0,UP,0.11
2021-12-29,-40,-23.33,0,DOWN,0.28
2021-12-30,-23.33,0,0,UP,0.04
2021-12-31,0,0,0,UP,0.00
2022-01-03,0,-26.67,-8.46,UP,0.25
2022-01-04,-26.67,-40,-8.46,UP,0.05
2022-01-05,-40,20,-8.46,DOWN,0.09
2022-01-06,20,26.67,-8.46,UP,0.16
2022-01-07,26.67,0,-8.46,DOWN,0.62
2022-01-10,0,-30,-16.67,UP,0.28
2022-01-11,-30,33.33,-16.67,DOWN,0.39
2022-01-12,33.33,-7.5,-16.67,DOWN,0.73
2022-01-13,-7.5,-30,-16.67,DOWN,0.14
2022-01-14,-30,0,-16.67,UP,0.40
2022-01-17,0,-40,8.13,UP,0.09
2022-01-18,-40,-26.67,8.13,UP,0.49
2022-01-19,-26.67,-6,8.13,DOWN,0.23
2022-01-20,-6,0,8.13,UP,0.23
2022-01-21,0,0,8.13,DOWN,0.09
2022-01-24,0,-16.67,-13.64,UP,0.29
2022-01-25,-16.67,45,-13.64,UP,0.03
2022-01-26,45,12,-13.64,UP,0.46
2022-01-27,12,5,-13.64,UP,0.89
2022-01-28,5,-40,-13.64,UP,0.02
2022-01-31,-40,-46.67,35,DOWN,0.75
2022-02-01,-46.67,0,35,DOWN,0.16
2022-02-02,0,10,35,DOWN,0.47
2022-02-03,10,0,35,DOWN,0.58
2022-02-04,0,0,35,UP,0.10
2022-02-07,0,10,13.57,DOWN,0.08
2022-02-08,10,-40,13.57,UP,0.25
2022-02-09,-40,62.5,13.57,DOWN,0.16
2022-02-10,62.5,50,13.57,UP,0.06
2022-02-11,50,0,13.57,UP,0.55
2022-02-14,0,2.5,0.67,UP,0.30
2022-02-15,2.5,45,0.67,DOWN,0.39
2022-02-16,45,-8,0.67,DOWN,0.30
2022-02-17,-8,40,0.67,UP,0.10
2022-02-18,40,0,0.67,UP,0.25
2022-02-21,0,-40,20.91,UP,0.04
2022-02-22,-40,-30,20.91,DOWN,0.05
2022-02-23,-30,-5,20.91,UP,0.17
2022-02-24,-5,25,20.91,UP,0.99
2022-02-25,25,-40,20.91,DOWN,0.55
2022-02-28,-40,50,-16,UP,0.10
2022-03-01,50,0,-16,UP,0.72
2022-03-02,0,30,-16,DOWN,0.02
2022-03-03,30,26.67,-16,UP,0.40
2022-03-04,26.67,0,-16,UP,0.89
2022-03-07,0,10,-14,UP,0.65
2022-03-08,10,-40,-14,DOWN,0.23
2022-03-09,-40,-2.5,-14,DOWN,1.10
2022-03-10,-2.5,-45,-14,UP,0.55
2022-03-11,-45,0,-14,UP,0.62
2022-03-14,0,-17.5,29,DOWN,0.12
2022-03-15,-17.5,-30,29,UP,0.10
2022-03-16,-30,3.33,29,DOWN,0.48
2022-03-17,3.33,-40,29,DOWN,0.66
2022-03-18,-40,0,29,UP,0.27
2022-03-21,0,30,-7.5,UP,0.27
2022-03-22,30,45,-7.5,DOWN,0.01
2022-03-23,45,50,-7.5,UP,0.13
2022-03-24,50,5,-7.5,UP,0.17
2022-03-25,5,0,-7.5,UP,0.00
2022-03-28,0,-12.5,-8.33,UP,0.30
2022-03-29,-12.5,-46.67,-8.33,DOWN,0.70
2022-03-30,-46.67,-16,-8.33,DOWN,0.62
2022-03-31,-16,37.5,-8.33,UP,0.53
2022-04-01,37.5,0,-8.33,UP,0.33
2022-04-04,0,0,12.14,UP,0.38
2022-04-05,0,-40,12.14,UP,0.47
2022-04-06,-40,-5,12.14,UP,0.13
2022-04-07,-5,0,12.14,UP,0.15
2022-04-08,0,0,12.14,UP,0.05
2022-04-11,0,36.67,-1.25,UP,0.13
2022-04-12,36.67,60,-1.25,UP,0.36
2022-04-13,60,-16.67,-1.25,DOWN,0.41
2022-04-14,-16.67,-10,-1.25,UP,0.44
2022-04-15,-10,0,-1.25,UP,0.00
2022-04-18,0,-26.67,25.71,UP,0.46
2022-04-19,-26.67,0,25.71,UP,0.18
2022-04-20,0,23.33,25.71,DOWN,0.56
2022-04-21,23.33,0,25.71,UP,0.19
2022-04-22,0,0,25.71,UP,0.64
2022-04-25,0,0,12.31,UP,0.52
2022-04-26,0,0,12.31,UP,0.54
2022-04-27,0,60,12.31,UP,0.64
2022-04-28,60,30,12.31,UP,0.65
2022-04-29,30,70,12.31,DOWN,0.64
2022-05-02,70,-5,-17,UP,0.76
2022-05-03,-5,42,-17,DOWN,0.26
2022-05-04,42,-5,-17,DOWN,0.85
2022-05-05,-5,-33.33,-17,UP,1.13
2022-05-06,-33.33,0,-17,DOWN,0.09
2022-05-09,0,-30,-22.5,DOWN,0.01
2022-05-10,-30,-33.33,-22.5,UP,0.26
2022-05-11,-33.33,-7.5,-22.5,DOWN,0.07
2022-05-12,-7.5,-5,-22.5,UP,0.96
2022-05-13,-5,-40,-22.5,DOWN,0.28
2022-05-16,-40,-47.5,-20.91,DOWN,0.35
2022-05-17,-47.5,16.67,-20.91,DOWN,0.80
2022-05-18,16.67,-22.5,-20.91,UP,0.44
2022-05-19,-22.5,0,-20.91,DOWN,1.05
2022-05-20,0,0,-20.91,UP,0.42
2022-05-23,0,10,-13.57,DOWN,1.04
2022-05-24,10,-40,-13.57,DOWN,0.22
2022-05-25,-40,2.5,-13.57,UP,0.20
2022-05-26,2.5,-55,-13.57,DOWN,0.23
2022-05-27,-55,0,-13.57,DOWN,0.16
2022-05-30,0,-40,-28.75,UP,0.00
2022-05-31,-40,-26.67,-28.75,UP,0.08
2022-06-01,-26.67,47.5,-28.75,UP,0.74
2022-06-02,47.5,-45,-28.75,DOWN,0.66
2022-06-03,-45,0,-28.75,UP,0.31
2022-06-06,0,-10,22.14,UP,0.29
2022-06-07,-10,-40,22.14,DOWN,0.12
2022-06-08,-40,-5,22.14,UP,0.22
2022-06-09,-5,-53.33,22.14,UP,0.66
2022-06-10,-53.33,0,22.14,UP,0.90
2022-06-13,0,56.67,-15,UP,0.89
2022-06-14,56.67,32,-15,UP,0.42
2022-06-15,32,8,-15,DOWN,0.34
2022-06-16,8,-60,-15,DOWN,1.45
2022-06-17,-60,0,-15,UP,1.03
2022-06-20,0,-40,-9.09,UP,0.00
2022-06-21,-40,30,-9.09,DOWN,0.25
2022-06-22,30,-10,-9.09,DOWN,0.23
2022-06-23,-10,-50,-9.09,UP,0.22
2022-06-24,-50,40,-9.09,DOWN,0.23
2022-06-27,40,-16.67,-45.56,DOWN,0.24
2022-06-28,-16.67,40,-45.56,UP,0.55
2022-06-29,40,-12,-45.56,UP,0.57
2022-06-30,-12,-70,-45.56,DOWN,0.40
2022-07-01,-70,0,-45.56,UP,0.43
2022-07-04,0,0,-15.45,UP,0.00
2022-07-05,0,-50,-15.45,UP,1.32
2022-07-06,-50,-20,-15.45,UP,0.54
2022-07-07,-20,-90,-15.45,UP,0.03
2022-07-08,-90,0,-15.45,DOWN,0.11
2022-07-11,0,30,-3.75,UP,0.94
2022-07-12,30,13.33,-3.75,UP,0.05
2022-07-13,13.33,-63.33,-3.75,DOWN,0.10
2022-07-14,-63.33,-12.5,-3.75,UP,0.54
2022-07-15,-12.5,0,-3.75,DOWN,0.44
2022-07-18,0,-26.67,-1.76,DOWN,0.64
2022-07-19,-26.67,0,-1.76,DOWN,0.64
2022-07-20,0,16.67,-1.76,UP,0.37
2022-07-21,16.67,0,-1.76,DOWN,0.16
2022-07-22,0,0,-1.76,DOWN,0.17
2022-07-25,0,0,-60,DOWN,0.23
2022-07-26,0,26.67,-60,UP,0.67
2022-07-27,26.67,-5,-60,DOWN,0.69
2022-07-28,-5,-15,-60,DOWN,0.09
2022-07-29,-15,-70,-60,DOWN,0.42
2022-08-01,-70,-35,-4.55,DOWN,0.42
2022-08-02,-35,-60,-4.55,UP,0.75
2022-08-03,-60,-53.33,-4.55,UP,0.25
2022-08-04,-53.33,-90,-4.55,DOWN,0.77
2022-08-05,-90,0,-4.55,UP,0.88
2022-08-08,0,30,-24.17,DOWN,0.17
2022-08-09,30,13.33,-24.17,DOWN,0.07
2022-08-10,13.33,-26.67,-24.17,DOWN,1.10
2022-08-11,-26.67,-10,-24.17,DOWN,0.10
2022-08-12,-10,-40,-24.17,UP,0.51
2022-08-15,-40,-5,-22.14,UP,0.87
2022-08-16,-5,-40,-22.14,DOWN,0.05
2022-08-17,-40,-27.5,-22.14,UP,0.07
2022-08-18,-27.5,0,-22.14,UP,0.85
2022-08-19,0,0,-22.14,UP,0.64
2022-08-22,0,-10,-22.5,UP,0.81
2022-08-23,-10,0,-22.5,DOWN,0.39
2022-08-24,0,-60,-22.5,UP,0.06
2022-08-25,-60,-8.33,-22.5,DOWN,0.19
2022-08-26,-8.33,0,-22.5,UP,0.30
2022-08-29,0,-12.5,-25,UP,0.03
2022-08-30,-12.5,-13.33,-25,DOWN,0.06
2022-08-31,-13.33,-60,-25,DOWN,0.06
2022-09-01,-60,0,-25,UP,0.91
2022-09-02,0,0,-25,DOWN,0.15
2022-09-05,0,-80,4.29,UP,0.27
2022-09-06,-80,-10,4.29,UP,0.35
2022-09-07,-10,-16.67,4.29,DOWN,0.34
2022-09-08,-16.67,0,4.29,DOWN,0.12
2022-09-09,0,0,4.29,DOWN,0.65
2022-09-12,0,10,16.67,DOWN,0.61
2022-09-13,10,55,16.67,UP,1.37
2022-09-14,55,-24.29,16.67,DOWN,0.14
2022-09-15,-24.29,45,16.67,UP,0.07
2022-09-16,45,0,16.67,UP,0.02
2022-09-19,0,13.33,-5.83,DOWN,0.02
2022-09-20,13.33,26.67,-5.83,UP,0.44
2022-09-21,26.67,10,-5.83,UP,0.38
2022-09-22,10,0,-5.83,UP,0.64
2022-09-23,0,0,-5.83,UP,1.65
2022-09-26,0,0,-36.36,UP,0.80
2022-09-27,0,0,-36.36,UP,0.01
2022-09-28,0,-25,-36.36,DOWN,1.32
2022-09-29,-25,15,-36.36,DOWN,0.31
2022-09-30,15,-70,-36.36,DOWN,0.12
2022-10-03,-70,-5,-2.5,DOWN,0.33
